chrA	A	linear-chromosome
chrB	B	linear-chromosome
chrC	C	linear-chromosome
chrD	D	linear-chromosome
chrE	E	linear-chromosome
chrF	F	linear-chromosome
chrMito	MIT circular-chromosome Mitochondrion
